id,type,topic,name,description,depends_on,aids,instruction
sb-titrering-begrep,concept,"Syrer, baser og buffere",Titrering og ekvivalenspunkt,"En titrering brukes til å bestemme konsentrasjonen til en ukjent syre eller base ved å tilsette en løsning med kjent konsentrasjon til akkurat ekvivalenspunktet er nådd (stoffmengde syre = stoffmengde base, korrigert for støkiometri).",sb-indikator-begrep,0,
sb-tolke-titreringskurve,skill,"Syrer, baser og buffere",Tolke en titreringskurve,"lese av en titreringskurve (pH mot tilsatt volum) og bestemme ekvivalenspunktet, den opprinnelige konsentrasjonen til den titrerte løsningen, samt kjenne igjen det flate bufferområdet på kurven for en svak syre/base.",sb-titrering-begrep;sb-beregne-ph-buffer,2,"Vis eleven en titreringskurve for titrering av en syre med en base (eller omvendt), og be dem bestemme ekvivalenspunktet, konsentrasjonen til den ukjente løsningen, og identifisere bufferområdet på kurven. Eleven kan også få se to titreringskurver side om side for en énprotisk og en flerprotisk syre, og bli bedt om å forklare hvorfor kurvene har ulikt antall trinn/ekvivalenspunkt."
lo-loselighetsprodukt-begrep,concept,Løselighet,Løselighetsproduktet Ksp,"Løselighetsproduktet Ksp er likevektskonstanten for oppløsning av et tungtløselig ionisk stoff, og en lav Ksp betyr et lite løselig stoff.",lk-likevektskonstant-begrep,0,
lo-beregne-loselighet-fra-ksp,skill,Løselighet,Beregne løseligheten til et stoff fra Ksp,"regne ut løseligheten (i mol/L eller g/L) til et tungtløselig ionisk stoff gitt Ksp, ved å sette opp uttrykket for Ksp i form av løseligheten.",lo-loselighetsprodukt-begrep,2,"Gi eleven Ksp for et tungtløselig salt, og be dem regne ut løseligheten i mol/L, eventuelt omregnet til g/L."
lo-beregne-ksp-fra-loselighet,skill,Løselighet,Beregne Ksp fra oppgitt løselighet,regne ut Ksp for et tungtløselig ionisk stoff gitt løseligheten (i mol/L eller g/L).,lo-loselighetsprodukt-begrep,2,"Gi eleven løseligheten (i mol/L eller g/L) til et tungtløselig salt, og be dem regne ut Ksp."
lo-vurdere-felling,skill,Løselighet,Vurdere om felling skjer,regne ut ionproduktet i en blandet løsning og sammenligne det med Ksp for å avgjøre om et tungtløselig stoff felles ut.,lo-beregne-ksp-fra-loselighet;lo-beregne-loselighet-fra-ksp,2,"Gi eleven konsentrasjonene til to ioner som blandes (eventuelt ved fortynning når to løsninger blandes), og Ksp for saltet de kan danne, og be dem avgjøre om felling skjer ved å sammenligne ionproduktet med Ksp."
lo-felles-ioneffekt-begrep,concept,Løselighet,Felles-ioneffekten,"Løseligheten til et tungtløselig ionisk stoff blir lavere i en løsning som allerede inneholder et av ionene stoffet består av (et felles ion), sammenlignet med i rent vann.",lo-loselighetsprodukt-begrep,0,
lo-vurdere-felles-ioneffekt,skill,Løselighet,Vurdere hvordan et felles ion påvirker løseligheten,"regne ut løseligheten til et tungtløselig ionisk stoff i en løsning som allerede inneholder et kjent felles ion, og sammenligne med løseligheten i rent vann.",lo-felles-ioneffekt-begrep;lo-beregne-loselighet-fra-ksp,2,"Gi eleven Ksp for et tungtløselig salt og konsentrasjonen til en løsning som allerede inneholder et av saltets ioner, og be dem regne ut løseligheten til saltet i denne løsningen, og sammenligne med løseligheten i rent vann."
lo-vurdere-loselighet-i-prosesser,skill,Løselighet,Vurdere betydningen av løselighet i biologiske og industrielle prosesser,vurdere hvorfor løseligheten (eller mangel på løselighet) til et gitt stoff har betydning i en biologisk (f.eks. nyrestein) eller industriell (f.eks. vannrensing) prosess.,lo-vurdere-felling,1,"Gi eleven et eksempel på en biologisk (f.eks. dannelse av nyrestein) eller industriell (f.eks. felling av fosfat i vannrensing) prosess der løselighet er relevant, og be dem vurdere hvilken rolle løseligheten til et navngitt stoff spiller."
ka-katalysator-begrep,concept,Reaksjonshastighet og katalysatorer,Katalysator,"En katalysator øker reaksjonshastigheten uten selv å bli forbrukt i reaksjonen, ved å tilby en alternativ reaksjonsvei med lavere aktiveringsenergi.",,0,
ka-aktiveringsenergi-begrep,concept,Reaksjonshastighet og katalysatorer,Aktiveringsenergi,"Aktiveringsenergien er den minste energien reaktantene må ha for at en reaksjon skal skje, og en lavere aktiveringsenergi gir en raskere reaksjon ved en gitt temperatur.",,0,
ka-forklare-katalysatoreffekt,skill,Reaksjonshastighet og katalysatorer,Forklare hvordan en katalysator påvirker reaksjonshastigheten,"forklare, gjerne med et energidiagram, hvorfor en katalysert reaksjon går raskere enn en ukatalysert reaksjon, uten at reaksjonens ΔH endres.",ka-katalysator-begrep;ka-aktiveringsenergi-begrep,1,"Vis eleven (eller be dem skissere) et energidiagram med og uten katalysator for samme reaksjon, og be dem forklare hva som er forskjellig og hva som er likt mellom de to kurvene."
ka-enzym-begrep,concept,Reaksjonshastighet og katalysatorer,Enzym,"Et enzym er en biologisk katalysator, vanligvis et protein, som er svært spesifikk for hvilken reaksjon den katalyserer, og enzymaktivitet påvirkes av temperatur og pH.",ka-katalysator-begrep,0,
ka-aktivt-sete-begrep,concept,Reaksjonshastighet og katalysatorer,Enzymets aktive sete og substrat,"Et enzyms aktive sete er et spesifikt formet område som binder substratet (stoffet som omdannes) gjennom bestemte molekylære vekselvirkninger (f.eks. hydrogenbindinger eller ioniske bindinger mellom sidegrupper i det aktive setet og substratet), og dette forklarer enzymets spesifisitet.",ka-enzym-begrep,0,
ka-betydning-i-prosesser,skill,Reaksjonshastighet og katalysatorer,Gjøre rede for betydningen av katalysatorer i biologiske og industrielle prosesser,gjøre rede for hvorfor en katalysator (eventuelt et navngitt enzym eller en industriell katalysator) er nødvendig eller fordelaktig i en gitt biologisk eller industriell prosess.,ka-forklare-katalysatoreffekt;ka-enzym-begrep,2,"Gi eleven et eksempel på en industriell prosess (f.eks. ammoniakksyntese eller en katalysator i bilers eksosanlegg) eller en biologisk prosess med et navngitt enzym, og be dem gjøre rede for hvorfor katalysatoren er viktig der."
or-addisjon-begrep,concept,Organisk reaksjonskjemi,Addisjonsreaksjon,"En addisjonsreaksjon er en reaksjon der et molekyl legges til over en dobbelt- eller trippelbinding, slik at bindingen brytes og antall atomer bundet til hvert av de involverte karbonatomene øker.",,0,
or-eliminasjon-begrep,concept,Organisk reaksjonskjemi,Eliminasjonsreaksjon,"En eliminasjonsreaksjon er den motsatte av en addisjonsreaksjon - et lite molekyl (f.eks. H2O eller HBr) spaltes av, og det dannes en dobbeltbinding.",,0,
or-substitusjon-begrep,concept,Organisk reaksjonskjemi,Substitusjonsreaksjon,En substitusjonsreaksjon er en reaksjon der ett atom eller én atomgruppe i et molekyl byttes ut med et annet atom eller en annen atomgruppe.,,0,
or-hydrolyse-begrep,concept,Organisk reaksjonskjemi,Hydrolyse,"Hydrolyse er en reaksjon der et molekyl spaltes i to deler ved tilsetning av vann, f.eks. når en ester spaltes til syre og alkohol.",,0,
or-kondensasjon-begrep,concept,Organisk reaksjonskjemi,Kondensasjonsreaksjon,En kondensasjonsreaksjon er en reaksjon der to molekyler bindes sammen samtidig som et lite molekyl (vanligvis H2O) spaltes av - den motsatte reaksjonen av hydrolyse.,or-hydrolyse-begrep,0,
or-identifisere-reaksjonstype,skill,Organisk reaksjonskjemi,Identifisere reaksjonstype ut fra en reaksjonslikning,"avgjøre hvilken av reaksjonstypene addisjon, eliminasjon, substitusjon, hydrolyse eller kondensasjon en gitt organisk reaksjonslikning representerer, med begrunnelse i hvordan strukturformlene endrer seg.",or-addisjon-begrep;or-eliminasjon-begrep;or-substitusjon-begrep;or-hydrolyse-begrep;or-kondensasjon-begrep,1,"Gi eleven flere organiske reaksjonslikninger (med strukturformler), og be dem identifisere hvilken reaksjonstype hver av dem representerer, med begrunnelse."
or-elektrofil-nukleofil-begrep,concept,Organisk reaksjonskjemi,Elektrofil og nukleofil,"En elektrofil er en elektronfattig art som tiltrekkes av områder med høy elektrontetthet, og en nukleofil er en elektronrik art som tiltrekkes av områder med lav elektrontetthet (f.eks. et delvis positivt karbonatom).",or-identifisere-reaksjonstype,0,
or-forklare-reaksjonsmekanisme,skill,Organisk reaksjonskjemi,Bruke elektrostatiske krefter til å forklare en enkel reaksjonsmekanisme,"forklare, ved hjelp av elektrostatisk tiltrekning mellom elektrofile og nukleofile deler av molekylene, hvorfor en enkel organisk reaksjon (f.eks. en addisjon eller substitusjon) skjer slik den gjør, gjerne illustrert med piler som viser elektronforskyvning.",or-elektrofil-nukleofil-begrep;or-karbokation-begrep,2,"Gi eleven en enkel organisk reaksjon (f.eks. addisjon av HBr til et alken, eller en substitusjonsreaksjon), og be dem forklare mekanismen ved å peke på hvilken del av hvert molekyl som er elektrofil og nukleofil, og hvorfor de tiltrekkes hverandre."
or-karbokation-begrep,concept,Organisk reaksjonskjemi,Karbokation,"Et karbokation er et mellomprodukt med et positivt ladet karbonatom (med bare tre bindinger) som kan dannes i løpet av en reaksjonsmekanisme, og det er svært reaktivt fordi det er elektrofilt.",or-elektrofil-nukleofil-begrep,0,
or-markovnikovs-regel-begrep,concept,Organisk reaksjonskjemi,Markovnikovs regel,"Markovnikovs regel sier at når et molekyl som HX (f.eks. HBr) addereres til et usymmetrisk alken, blir H bundet til karbonet med flest hydrogenatomer fra før, fordi dette gir det mest stabile karbokation-mellomproduktet.",or-karbokation-begrep,0,
or-bruke-markovnikov,skill,Organisk reaksjonskjemi,Bruke Markovnikovs regel til å forutsi hovedprodukt,bruke Markovnikovs regel til å forutsi hvilket produkt som blir hovedproduktet når HX (f.eks. HBr eller H2O med syrekatalyse) addereres til et usymmetrisk alken.,or-markovnikovs-regel-begrep,1,"Gi eleven et usymmetrisk alken og et molekyl (f.eks. HBr) som skal addere til det, og be dem forutsi hovedproduktet ved hjelp av Markovnikovs regel, med begrunnelse i stabiliteten til karbokation-mellomproduktet."
or-polymer-begrep,concept,Organisk reaksjonskjemi,Polymer,"En polymer er et stort molekyl bygd opp av mange like eller ulike gjentatte enheter (monomerer), og polymerer kan dannes ved addisjonspolymerisasjon eller kondensasjonspolymerisasjon.",or-addisjon-begrep;or-kondensasjon-begrep,0,
or-forklare-polymerisasjon,skill,Organisk reaksjonskjemi,Forklare hvordan en polymer dannes,"forklare, med strukturformler for monomer(er) og en del av polymerkjeden, hvordan en gitt polymer dannes ved addisjonspolymerisasjon eller kondensasjonspolymerisasjon, og avgjøre hvilken av de to det er.",or-polymer-begrep,2,"Gi eleven strukturformelen til en eller to monomerer, og be dem tegne en del av polymerkjeden som dannes, samt avgjøre om polymerisasjonen er en addisjons- eller kondensasjonspolymerisasjon."
sy-utbytte-begrep,concept,Synteser,Teoretisk og praktisk utbytte,"Teoretisk utbytte er den maksimale mengden produkt en syntese kan gi ut fra støkiometrien og mengden begrensende reaktant, mens praktisk (faktisk) utbytte er den mengden som faktisk oppnås.",,0,
sy-beregne-prosentvis-utbytte,skill,Synteser,Beregne prosentvis utbytte i en syntese,"regne ut det teoretiske utbyttet fra støkiometri og mengde begrensende reaktant, og bruke dette sammen med det oppgitte praktiske utbyttet til å regne ut prosentvis utbytte.",sy-utbytte-begrep,2,"Gi eleven mengden(e) av reaktant(er) brukt i en syntese, reaksjonslikningen, og den faktisk oppnådde massen av produkt, og be dem regne ut det teoretiske utbyttet og deretter det prosentvise utbyttet."
sy-renhet-begrep,concept,Synteser,Renhet,"Renheten til et syntetisert produkt beskriver hvor mye av massen som faktisk er det ønskede stoffet, og renhet ofte vurderes ved å sammenligne målt smeltepunkt (eller kromatografisk profil) med kjente referanseverdier.",,0,
sy-faktorer-utbytte-renhet,skill,Synteser,Gjøre rede for faktorer som påvirker utbytte og renhet,"gjøre rede for faktorer i en syntese (f.eks. sidereaksjoner, ufullstendig reaksjon, tap ved overføring/filtrering, eller urenheter fra reaktanter/utstyr) som kan senke utbyttet eller renheten til produktet.",sy-beregne-prosentvis-utbytte;sy-renhet-begrep,2,"Beskriv en gjennomført syntese der utbyttet er lavere enn forventet, eller produktet ikke er helt rent (f.eks. avvikende smeltepunkt), og be eleven foreslå og begrunne mulige årsaker."
sy-gjennomfore-syntese,skill,Synteser,Beskrive gjennomføringen av en organisk syntese,"beskrive en fornuftig fremgangsmåte - reaktanter, utstyr, reaksjonsbetingelser og opparbeiding/rensing (f.eks. filtrering, omkrystallisering eller ekstraksjon) - for å gjennomføre en gitt, enkel organisk syntese.",sy-faktorer-utbytte-renhet,2,"Gi eleven en enkel organisk syntese (reaktanter og ønsket produkt), og be dem beskrive en fornuftig fremgangsmåte for å gjennomføre og rense opp produktet."
kr-kromatografi-prinsipp-begrep,concept,Kromatografi,Kromatografi (stasjonær og mobil fase),"Kromatografi separerer stoffene i en blanding fordi de fordeler seg ulikt mellom en stasjonær fase og en mobil fase, avhengig av hvor sterkt hvert stoff tiltrekkes av de to fasene.",,0,
kr-gjore-rede-for-prinsipper,skill,Kromatografi,Gjøre rede for prinsippene for kromatografi,"gjøre rede for hvorfor ulike stoffer i en blanding beveger seg ulikt raskt gjennom en gitt kromatografisk oppstilling (f.eks. tynnsjikt-, gass- eller væskekromatografi), ut fra deres egenskaper og fasenes egenskaper.",kr-kromatografi-prinsipp-begrep,1,"Gi eleven en beskrivelse av en kromatografisk metode (f.eks. tynnsjiktkromatografi med en gitt stasjonær og mobil fase), og be dem gjøre rede for hvorfor et navngitt stoff beveger seg raskere eller saktere enn et annet."
kr-rf-verdi-begrep,concept,Kromatografi,Rf-verdi,"Rf-verdien i tynnsjiktkromatografi er forholdet mellom hvor langt et stoff har vandret og hvor langt løsemiddelfronten har vandret, og samme stoff under samme betingelser alltid gir samme Rf-verdi.",kr-kromatografi-prinsipp-begrep,0,
kr-tolke-kromatogram,skill,Kromatografi,Bruke kromatografi til å separere og analysere stoffblandinger,"bruke et kromatogram (f.eks. beregnede Rf-verdier eller et gass-/væskekromatogram) til å identifisere hvilke stoffer en organisk blanding inneholder, ved sammenligning med kjente referansestoffer.",kr-rf-verdi-begrep;kr-gjore-rede-for-prinsipper,2,"Vis eleven et tynnsjiktkromatogram (eller oppgitte avstander) for en ukjent blanding sammen med kjente referansestoffer, og be dem regne ut Rf-verdier og avgjøre hvilke stoffer blandingen inneholder."
bm-aminosyre-begrep,concept,Biologiske makromolekyler,Aminosyre,"En aminosyre har en aminogruppe (-NH2), en karboksylsyregruppe (-COOH) og en sidegruppe (R) bundet til samme karbonatom, og de 20 vanlige aminosyrene skiller seg fra hverandre i sidegruppen.",,0,
bm-identifisere-aminosyre,skill,Biologiske makromolekyler,Identifisere en aminosyre fra strukturformelen,"kjenne igjen aminogruppen, karboksylsyregruppen og sidegruppen i strukturformelen til en aminosyre, og bruke egenskapene til sidegruppen (f.eks. polar, upolar, syrlig, basisk eller aromatisk) til å beskrive aminosyren.",bm-aminosyre-begrep,1,"Vis eleven strukturformelen til en eller flere aminosyrer (eventuelt som del av et peptid), og be dem identifisere aminogruppen, karboksylsyregruppen og sidegruppen, samt beskrive en egenskap ved sidegruppen (f.eks. om den er upolar, syrlig, basisk eller aromatisk)."
bm-protein-begrep,concept,Biologiske makromolekyler,Protein,"Proteiner er bygd opp av aminosyrer bundet sammen med peptidbindinger (dannet ved kondensasjon), og proteinets tredimensjonale struktur (foldingen) er avgjørende for funksjonen.",bm-aminosyre-begrep;or-kondensasjon-begrep,0,
bm-karbohydrat-begrep,concept,Biologiske makromolekyler,Karbohydrat,Karbohydrater (f.eks. stivelse og cellulose) er bygd opp av monosakkarider bundet sammen med glykosidbindinger dannet ved kondensasjon.,or-kondensasjon-begrep,0,
bm-fett-begrep,concept,Biologiske makromolekyler,Fett,"Fett (triglyserider) er dannet ved kondensasjon av glyserol med tre fettsyrer (estere), og skiller mellom mettede og umettede fettsyrer ut fra om de inneholder dobbeltbindinger.",or-kondensasjon-begrep,0,
bm-nukleinsyre-begrep,concept,Biologiske makromolekyler,Nukleinsyre (DNA),"DNA er bygd opp av nukleotider (sukker, fosfatgruppe og nitrogenbase) bundet sammen i en kjede, og to komplementære kjeder danner en dobbelheliks holdt sammen av hydrogenbindinger mellom baseparene.",or-kondensasjon-begrep,0,
bm-beskrive-oppbygning,skill,Biologiske makromolekyler,Beskrive oppbygningen til biologiske makromolekyler,"beskrive, med strukturformler der det er relevant, hvordan et navngitt biologisk makromolekyl (protein, karbohydrat, fett eller nukleinsyre) er bygd opp av sine minste enheter.",bm-protein-begrep;bm-karbohydrat-begrep;bm-fett-begrep;bm-nukleinsyre-begrep,1,"Gi eleven navnet på et biologisk makromolekyl (eller strukturformelen til byggesteinene), og be dem beskrive hvordan molekylet er bygd opp og hvilken type binding som holder byggesteinene sammen."
bm-sekundarstruktur-begrep,concept,Biologiske makromolekyler,Sekundærstruktur i protein,"En sekundærstruktur (f.eks. α-heliks eller β-plate) er en lokal, regelmessig foldingsform i et protein, holdt sammen av hydrogenbindinger mellom peptidbindingene i hovedkjeden.",bm-protein-begrep,0,
bm-forklare-sekundarstruktur,skill,Biologiske makromolekyler,Forklare hvordan en sekundærstruktur oppstår,forklare hvordan hydrogenbindinger mellom peptidbindinger i hovedkjeden til et polypeptid gir opphav til en sekundærstruktur som α-heliks eller β-plate.,bm-sekundarstruktur-begrep,2,"Vis eleven en del av et polypeptid, og be dem forklare hvordan hydrogenbindinger mellom peptidbindinger kan gi opphav til en sekundærstruktur."
bm-denaturering-begrep,concept,Biologiske makromolekyler,Denaturering,"Denaturering er når et protein (eller annet biomolekyl) mister sin naturlige tredimensjonale struktur, f.eks. på grunn av høy temperatur eller endret pH, uten at de kovalente bindingene i selve kjeden brytes.",bm-protein-begrep,0,
bm-vurdere-ytre-faktorer,skill,Biologiske makromolekyler,Vurdere hvordan ytre faktorer påvirker makromolekylers struktur og egenskaper,vurdere hvordan en ytre faktor (f.eks. temperatur eller pH) påvirker strukturen og dermed egenskapene eller funksjonen til et biologisk makromolekyl (f.eks. et enzym eller et protein i næringsmidler).,bm-beskrive-oppbygning;bm-denaturering-begrep,2,"Beskriv en situasjon der et biologisk makromolekyl utsettes for en endring i temperatur eller pH (f.eks. et enzym som varmes opp, eller melk som blir sur), og be eleven vurdere og forklare hvordan dette påvirker molekylets struktur og egenskaper."
gk-gronn-kjemi-begrep,concept,Grønn kjemi og materialkretsløp,Grønn kjemi,"Grønn kjemi er et sett prinsipper for å designe kjemiske prosesser og produkter som reduserer eller fjerner bruk og utslipp av helse- og miljøskadelige stoffer, f.eks. ved å redusere avfall, bruke fornybare råstoffer eller mindre energikrevende prosesser.",,0,
gk-atomeffektivitet-begrep,concept,Grønn kjemi og materialkretsløp,Atomøkonomi (atomeffektivitet),"Atomøkonomien til en reaksjon er andelen av massen til reaktantene som ender opp i det ønskede produktet, og en høy atomøkonomi er et av flere mål på hvor miljøvennlig en syntese er (mindre avfall per mengde produkt).",gk-gronn-kjemi-begrep,0,
gk-beregne-atomeffektivitet,skill,Grønn kjemi og materialkretsløp,Beregne atomeffektiviteten til en reaksjon,"regne ut atomøkonomien til en reaksjon som molarmassen til det ønskede produktet delt på summen av molarmassene til alle reaktantene (justert for støkiometriske forhold), oppgitt i prosent.",gk-atomeffektivitet-begrep;sy-beregne-prosentvis-utbytte,2,"Gi eleven en balansert reaksjonslikning for en syntese, og be dem regne ut atomøkonomien i prosent, eventuelt sammenlignet med det prosentvise utbyttet for samme syntese."
gk-metallers-kretslop,skill,Grønn kjemi og materialkretsløp,Gi eksempler på metallers livsløp,"gi eksempler på hvordan et navngitt metall produseres (utvinnes fra malm), gjenvinnes, deponeres eller brytes ned, og vurdere miljøkonsekvensene ved de ulike stegene.",gk-gronn-kjemi-begrep,2,"Gi eleven navnet på et metall (f.eks. aluminium eller jern), og be dem gjøre rede for hvordan det produseres, samt fordeler ved gjenvinning sammenlignet med nyproduksjon."
gk-plastens-kretslop,skill,Grønn kjemi og materialkretsløp,Gi eksempler på plasttypers livsløp,"gi eksempler på hvordan en navngitt type plast produseres, gjenvinnes, deponeres eller brytes ned i naturen, og vurdere miljøkonsekvensene ved dette, inkludert forskjellen på nedbrytbar og ikke-nedbrytbar plast.",gk-gronn-kjemi-begrep;or-polymer-begrep,2,"Gi eleven navnet på en type plast (f.eks. PET eller polyetylen), og be dem gjøre rede for produksjon og gjenvinningsmuligheter, samt hvorfor plasten brytes raskt eller sakte ned i naturen."
gk-drofte-tiltak,skill,Grønn kjemi og materialkretsløp,Drøfte tiltak i samsvar med prinsipper for grønn kjemi,"foreslå og drøfte konkrete tiltak (f.eks. endret produksjonsmetode, økt gjenvinning, eller alternative materialer) som er i tråd med prinsippene for grønn kjemi, for en gitt problemstilling knyttet til metaller eller plast.",gk-metallers-kretslop;gk-plastens-kretslop,2,"Gi eleven en problemstilling knyttet til produksjon eller avfallshåndtering av et metall eller en plasttype, og be dem foreslå og begrunne minst ett tiltak som er i samsvar med prinsippene for grønn kjemi."
fe-utforske-problemstilling,skill,Fordypningsemne,Utforske en teoretisk eller praktisk problemstilling,"formulere og utforske en selvvalgt teoretisk eller praktisk kjemifaglig problemstilling, ved å innhente og bruke relevant kjemifaglig kunnskap, eventuelt supplert med egne forsøk.",kf-planlegge-forsok;kf-vurdere-usikkerhet,1;2,"Be eleven foreslå en kjemifaglig problemstilling innenfor et selvvalgt fordypningstema, og skissere hvordan de ville gått fram for å utforske den (litteratursøk, beregninger og/eller egne forsøk)."
fe-drofte-og-presentere-funn,skill,Fordypningsemne,Drøfte og presentere funn fra en utforsking,"drøfte hva funnene fra en utforsking betyr, sette dem i sammenheng med relevant kjemifaglig kunnskap, og presentere dem på en tydelig og faglig presis måte.",fe-utforske-problemstilling,1;2,"Gi eleven noen (eventuelt selvvalgte) funn fra en utforsking av en kjemifaglig problemstilling, og be dem drøfte hva funnene betyr og hvordan de kunne presenteres tydelig for andre."
