id,type,topic,name,description,depends_on,aids,instruction
optimeringsproblem-med-derivasjon,skill,Derivasjon og vekstfart,Løse et optimeringsproblem med derivasjon,"Eleven kan sette opp et funksjonsuttrykk for en størrelse (f.eks. et areal) som skal gjøres størst eller minst mulig, derivere uttrykket for hånd, og bruke håndholdt kalkulator til å finne og begrunne det optimale punktet.",derivere-rasjonal-funksjon-digitalt;ekstremalpunkt-begrep,2,"Gi eleven en praktisk situasjon (f.eks. et rektangel innskrevet under en kurve) der en størrelse skal gjøres størst mulig, og be dem sette opp et funksjonsuttrykk, derivere det for hånd, og bruke kalkulator til å bestemme og begrunne det optimale punktet."
geometrisk-anvendelse-av-tangent,skill,Derivasjon og vekstfart,Bruke en tangentlikning i et geometrisk anvendelsesproblem,Eleven kan bruke en tangentlikning sammen med geometriske sammenhenger (f.eks. avstander eller formlike figurer) til å løse et praktisk problem.,tangentlikning-bestemme,2,"Gi eleven en praktisk, geometrisk situasjon der en tangentlikning til en gitt graf er en del av løsningen (f.eks. et kamera montert på en bygning som følger en parabelform), og be dem bruke tangentlikningen sammen med geometriske sammenhenger til å svare på det praktiske spørsmålet."
trig-definisjon-rettvinklet,skill,Trigonometri,"Gjøre rede for definisjonene av sinus, cosinus og tangens","Eleven kan gjøre rede for definisjonene av sinus, cosinus og tangens til en spiss vinkel i en rettvinklet trekant (forholdet mellom sidene), og bruke definisjonene til å finne ukjente sider eller vinkler.",variabel-og-uttrykk-begrep,1,"Be eleven forklare, med en figur av en rettvinklet trekant, hvordan sinus, cosinus og tangens til en spiss vinkel er definert ut fra sidene i trekanten."
bruke-trig-rettvinklet-trekant,skill,Trigonometri,"Bruke sinus, cosinus og tangens i en rettvinklet trekant","Eleven kan bruke sinus, cosinus og tangens til å finne ukjente sider eller vinkler i en rettvinklet trekant.",trig-definisjon-rettvinklet,1,"Gi eleven en rettvinklet trekant med én kjent vinkel og én kjent side (eller to kjente sider), og be dem finne de øvrige ukjente sidene eller vinkelen."
spesielle-vinkler-eksakte-verdier,skill,Trigonometri,"Utlede eksakte verdier for 30°, 45° og 60°","Eleven kan utlede og bruke eksakte verdier for sinus og cosinus til vinklene 30°, 45° og 60°, ved å bruke egenskapene til en halvert likesidet trekant og en likebeint rettvinklet trekant.",bruke-trig-rettvinklet-trekant,1,"Vis eleven en likebeint rettvinklet trekant med kateter lik 1 (eller en halvert likesidet trekant), og be dem bruke Pytagoras' setning og definisjonene av sinus/cosinus til å vise en oppgitt eksakt verdi, f.eks. sin45°=1/√2 eller sin30°=1/2."
utvidet-vinkelbegrep-trigonometri,concept,Trigonometri,Sinus og cosinus for vinkler mellom 90° og 180°,"Eleven vet hvordan sinus og cosinus utvides til å gjelde vinkler mellom 90° og 180°, og kjenner sammenhengen sin(180°-v)=sin(v).",trig-definisjon-rettvinklet,0,
arealsetningen-begrep,concept,Trigonometri,Arealsetningen,"Eleven vet at arealet av en vilkårlig trekant kan regnes ut som en halv ganger produktet av to sider ganger sinus til vinkelen mellom dem, og kjenner ideen bak hvorfor dette stemmer (høyden uttrykt ved sinus).",bruke-trig-rettvinklet-trekant;utvidet-vinkelbegrep-trigonometri,0,
bruke-arealsetningen,skill,Trigonometri,Bruke arealsetningen,Eleven kan bruke arealsetningen til å bestemme arealet av en vilkårlig trekant når to sider og mellomliggende vinkel er kjent.,arealsetningen-begrep,1;2,"Gi eleven to sider og mellomliggende vinkel i en trekant, og be dem bruke arealsetningen til å bestemme arealet."
sammenligne-areal-med-supplementvinkel,skill,Trigonometri,Sammenligne areal av trekanter med supplementære vinkler,"Eleven kan bruke sammenhengen sin(180°-v)=sin(v) til å sammenligne arealet av to trekanter som har like sider men supplementære mellomliggende vinkler, og begrunne konklusjonen.",bruke-arealsetningen;utvidet-vinkelbegrep-trigonometri,1,"Gi eleven to trekanter med like par av sider, men der den mellomliggende vinkelen i den ene er den supplementære vinkelen til den andre (f.eks. 45° og 135°), og be dem sammenligne arealene og forklare svaret."
sinussetningen-begrep,concept,Trigonometri,Sinussetningen,Eleven vet at sinussetningen uttrykker en fast sammenheng mellom sidene i en vilkårlig trekant og sinus til de motstående vinklene.,bruke-trig-rettvinklet-trekant,0,
grunngi-sinussetningen,skill,Trigonometri,Grunngi sinussetningen,"Eleven kan grunngi (bevise) sinussetningen, for eksempel ved å uttrykke høyden i en trekant på to måter ved hjelp av arealsetningen eller rettvinklet trigonometri.",sinussetningen-begrep;arealsetningen-begrep,1,"Be eleven vise, med utgangspunkt i en generell trekant og en tegnet høyde, hvorfor sinussetningen stemmer for denne trekanten."
bruke-sinussetningen,skill,Trigonometri,Bruke sinussetningen,Eleven kan bruke sinussetningen til å bestemme en ukjent side eller vinkel i en vilkårlig trekant.,sinussetningen-begrep,1;2,"Gi eleven en trekant med to kjente vinkler og én kjent side (eller to kjente sider og en kjent motstående vinkel), og be dem bruke sinussetningen til å finne en oppgitt ukjent side eller vinkel."
cosinussetningen-begrep,concept,Trigonometri,Cosinussetningen,"Eleven vet at cosinussetningen generaliserer Pytagoras' setning til vilkårlige trekanter, og uttrykker en side i en trekant ved de to andre sidene og cosinus til mellomliggende vinkel.",bruke-trig-rettvinklet-trekant,0,
grunngi-cosinussetningen,skill,Trigonometri,Grunngi cosinussetningen,"Eleven kan grunngi (bevise) cosinussetningen, for eksempel ved å dele en trekant i to rettvinklede trekanter og bruke Pytagoras' setning og rettvinklet trigonometri.",cosinussetningen-begrep,1,"Be eleven vise, med utgangspunkt i en generell trekant delt i to rettvinklede deltrekanter med en tegnet høyde, hvorfor cosinussetningen stemmer for denne trekanten."
bruke-cosinussetningen,skill,Trigonometri,Bruke cosinussetningen,"Eleven kan bruke cosinussetningen til å bestemme en ukjent side eller vinkel i en vilkårlig trekant, når enten tre sider eller to sider og mellomliggende vinkel er kjent.",cosinussetningen-begrep,1;2,"Gi eleven en trekant der enten alle tre sidene er kjent, eller to sider og mellomliggende vinkel er kjent, og be dem bruke cosinussetningen til å finne en oppgitt ukjent side eller vinkel."
lose-sammensatt-trigonometriproblem,skill,Trigonometri,Løse et sammensatt trigonometriproblem med flere trekanter,"Eleven kan kombinere sinussetningen, cosinussetningen og arealsetningen til å løse et sammensatt praktisk eller teoretisk problem med lengder, vinkler og areal i en figur bygget opp av flere trekanter.",bruke-sinussetningen;bruke-cosinussetningen;bruke-arealsetningen,1;2,"Gi eleven en sammensatt figur bestående av to eller flere trekanter (f.eks. en firkant delt av en diagonal) med et blandet sett av kjente vinkler og sider, og be dem finne en ukjent lengde eller det totale arealet ved å kombinere flere trigonometriske setninger."
tallfolge-monster-1t,concept,"Tallfølger, mønster og programmering",Mønster i en tallfølge,"Eleven vet at en tallfølge kan bygges opp etter et gjenkjennelig mønster, ofte vist som en serie regnestykker, og at mønsteret kan generaliseres til en formel som avhenger av leddnummeret.",variabel-og-uttrykk-begrep,0,
generalisere-tallfolge-formel-1t,skill,"Tallfølger, mønster og programmering",Finne et bestemt ledd og en generell formel for en tallfølge,"Eleven kan, gitt de første leddene i en tallfølge og et antydet mønster, finne et bestemt senere ledd og sette opp en generell formel for ledd nummer n.",tallfolge-monster-1t,1,"Gi eleven de første leddene i en tallfølge og et antydet mønster (f.eks. skrevet som en serie regnestykker), og be dem bruke mønsteret til å finne et bestemt, senere ledd, og deretter sette opp en generell formel for ledd nummer n."
programmering-variabel-lokke-begrep,concept,"Tallfølger, mønster og programmering",Variabeltilordning og løkker i kode,"Eleven vet hvordan en variabel tilordnes og oppdateres i et program, og hvordan en while-løkke gjentar en eller flere kodelinjer så lenge en betingelse er sann.",variabel-og-uttrykk-begrep,0,
tolke-while-lokke-program,skill,"Tallfølger, mønster og programmering",Tolke et program med en while-løkke,"Eleven kan lese et kort Python-program med en while-løkke, følge programmet steg for steg for hånd, og forutsi hvilke tall som blir skrevet ut når programmet kjøres.",programmering-variabel-lokke-begrep;tallfolge-monster-1t,1,"Vis eleven et kort Python-program med en while-løkke som oppdaterer én eller to variabler (f.eks. et tall og en differanse som selv øker for hver runde), og be dem, uten å kjøre koden, forutsi hvilke tall som skrives ut."
koble-program-til-tallmonster,skill,"Tallfølger, mønster og programmering",Forklare den matematiske sammenhengen bak et program,"Eleven kan forklare den matematiske sammenhengen (mønsteret) et program med en løkke bygger på, ut fra hvordan variablene endrer seg gjennom løkken.",tolke-while-lokke-program,1,"Vis eleven et program som genererer en tallfølge (f.eks. femkanttall), og be dem gjøre rede for den matematiske sammenhengen/mønsteret programmet bygger på - ikke bare hva som skrives ut, men hvorfor."
skrive-algoritme-for-figurtall,skill,"Tallfølger, mønster og programmering",Sette opp en algoritme for å beregne en størrelse for de n første figurene,"Eleven kan sette opp en algoritme (en presis, strukturert fremgangsmåte) for å beregne en størrelse - f.eks. antall kuler eller summen av arealer - for de n første figurene i en mønsterserie, ut fra å identifisere det underliggende mønsteret.",generalisere-tallfolge-formel-1t;koble-program-til-tallmonster,2,"Vis eleven de første figurene i en mønsterserie (f.eks. figurer bygget av kuler og pinner) og be dem sette opp en presis algoritme (steg for steg, klar til å programmeres) for å beregne en gitt størrelse for de n første figurene."
lage-program-fra-algoritme,skill,"Tallfølger, mønster og programmering",Lage et program ut fra en algoritme,"Eleven kan omsette en algoritme til et program (med løkke, eventuelt lister/summering) som beregner og skriver ut riktig resultat, og dokumentere koden.",skrive-algoritme-for-figurtall,2,"Gi eleven en algoritme (eller be dem bruke en de nettopp har satt opp) for å beregne en størrelse for de n første figurene i en mønsterserie, og be dem lage et program (f.eks. i Python) som gjennomfører beregningen for et oppgitt, større antall figurer, med dokumentasjon."
geometrisk-rekke-begrep,concept,"Tallfølger, mønster og programmering",Geometrisk rekke,"Eleven vet at en geometrisk rekke er en sum av ledd der hvert ledd er forrige ledd multiplisert med en fast kvotient, og kjenner sammenhengen med gjentatt skalering av areal eller lengde i et selvlignende (fraktalt) mønster.",tallfolge-monster-1t,0,
summere-geometrisk-rekke-med-program,skill,"Tallfølger, mønster og programmering",Summere en geometrisk rekke med et program,Eleven kan bruke et program til å summere leddene i en geometrisk rekke - for eksempel arealet av stadig mindre trekanter i et fraktalmønster - for et gitt antall ledd.,geometrisk-rekke-begrep;lage-program-fra-algoritme,2,"Gi eleven et selvlignende (fraktalt) geometrisk mønster der hver ny figur bidrar med et areal som er en fast brøkdel av forrige, og be dem lage et program som summerer arealene av de n første figurene i mønsteret, for et oppgitt startareal."
tolke-formel-flere-variable,skill,Modellering og anvendelser,Identifisere variable størrelser og sette opp en formel,"Eleven kan identifisere de variable størrelsene i en praktisk situasjon, sette opp en formel som beskriver sammenhengen mellom dem, og utforske formelen ved å regne ut funksjonsverdier med håndholdt kalkulator og skissere grafen for hånd.",funksjonsbegrep-generelt,2,"Gi eleven en beskrivelse av en praktisk situasjon med flere størrelser som henger sammen, og be dem identifisere hvilken størrelse som er den variable og hvilken som er resultatet, sette opp en formel for sammenhengen, og skissere grafen for hånd ut fra utregnede funksjonsverdier."
modellere-praktisk-situasjon-rasjonal-funksjon,skill,Modellering og anvendelser,Modellere en praktisk situasjon med en rasjonal funksjon,"Eleven kan sette opp en rasjonal funksjon som modell for en praktisk situasjon, bruke modellen til å regne ut funksjonsverdier, og derivere for hånd med håndholdt kalkulator til hjelp for å finne og tolke et minimums- eller maksimumspunkt.",tolke-formel-flere-variable;rasjonal-funksjon-begrep;bestemme-momentan-vekstfart-digitalt,2,"Gi eleven en praktisk modell gitt som en rasjonal funksjon (f.eks. utslipp som funksjon av fart), og be dem regne ut funksjonsverdier for oppgitte inndata, samt derivere for hånd og bruke håndholdt kalkulator til å finne og tolke det punktet som gir minst eller mest."
lese-matematikk-i-tekst,skill,Modellering og anvendelser,Lese og hente ut matematikk fra en sammensatt tekst,"Eleven kan lese og hente ut relevant matematisk informasjon fra en sammensatt tekst, for eksempel en tabell eller en beskrivelse av en praktisk situasjon, og presentere egne beregninger og analyser av resultatet på en oversiktlig måte.",tolke-formel-flere-variable,2,"Gi eleven en sammensatt tekst med praktisk informasjon (f.eks. en avisartikkel med tall og en tabell) og be dem hente ut det som er relevant, gjøre nødvendige beregninger, og presentere resultatet oversiktlig."
vurdere-modellers-gyldighet,skill,Modellering og anvendelser,Vurdere om en matematisk modell er gyldig,"Eleven kan drøfte, presentere og forklare resultatene av en matematisk modell, og argumentere for om modellen er gyldig - blant annet ved å vurdere om antakelsene bak modellen (f.eks. lineær, eksponentiell eller stabiliserende utvikling) er rimelige, også utenfor det observerte dataområdet.",sammenligne-linear-eksponentiell-modell;justere-eksponentiell-modell-for-graense,2,"Gi eleven to konkurrerende modeller for samme datamateriale (f.eks. en lineær og en eksponentiell modell for en bestand over tid), og be dem drøfte hvilke antakelser hver modell bygger på, og argumentere for hvilken modell som virker mest gyldig - også for verdier utenfor det observerte dataområdet."
sette-opp-tekstbasert-likningssystem,skill,Modellering og anvendelser,Sette opp et likningssystem ut fra en tekstoppgave,"Eleven kan oversette en praktisk tekst med flere ukjente størrelser og sammenhenger mellom dem (f.eks. aldre eller priser) til et likningssystem med to eller tre ukjente, og løse det.",likningssystem-lineaert-ved-regning,2,"Gi eleven en tekstoppgave med tre personer eller størrelser og noen sammenhenger mellom dem (f.eks. summer og aldersforhold), og be dem sette opp og løse likningssystemet som bestemmer alle de ukjente størrelsene."
identifisere-riktig-graf-polynomfunksjon,skill,Polynom- og rasjonale funksjoner,Identifisere riktig graf for en høyeregradsfunksjon,"Eleven kan avgjøre hvilken av flere skisserte grafer som kan være grafen til en gitt polynomfunksjon av tredje grad eller høyere, ved å resonnere om nullpunkter, skjæring med y-aksen og hvordan grafen oppfører seg for store positive og negative x-verdier.",lose-tredjegradslikning;polynomfunksjon-egenskaper-begrep,1,"Gi eleven en tredjegradsfunksjon og flere skisserte grafer der bare én er riktig, og be dem identifisere riktig graf ved å resonnere om nullpunkter, skjæringspunkt med y-aksen og grafens oppførsel for store positive og negative x-verdier (fortegnet til ledende koeffisient), med begrunnelse."
skissere-graf-hoyeregradspolynom,skill,Polynom- og rasjonale funksjoner,Skissere grafen til et høyeregradspolynom for hånd,"Eleven kan skissere grafen til (eller løse en ulikhet knyttet til) et polynom av tredje grad eller høyere for hånd, ut fra nullpunkter, fortegnsskjema og fortegnet til ledende koeffisient.",drofte-polynomfunksjon-fortegn,1,"Gi eleven et polynom av tredje grad (f.eks. f(x)=x³+7x²+4x-12) og be dem løse ulikheten f(x)<0 (eller f(x)>0) ved å finne nullpunktene og lage et fortegnsskjema, og illustrere løsningen med en skisse av grafen for hånd."
vise-trigonometrisk-identitet-rettvinklet-trekant,skill,Trigonometri,Vise en trigonometrisk sammenheng ved hjelp av en rettvinklet trekant,"Eleven kan bruke definisjonene av sinus, cosinus og tangens i en rettvinklet trekant til å vise at en oppgitt trigonometrisk sammenheng stemmer for et konkret talleksempel, og vurdere om sammenhengen gjelder generelt for alle rettvinklede trekanter.",bruke-trig-rettvinklet-trekant,1,"Gi eleven en rettvinklet trekant med tallfestede sider og en påstått trigonometrisk sammenheng mellom de to spisse vinklene (f.eks. tan(u)·tan(v)=1 eller 2·sin(u)·cos(u)=sin(2u)), og be dem vise at sammenhengen stemmer for den konkrete trekanten, og vurdere om den gjelder generelt."
enhetssirkelen-begrep,concept,Trigonometri,Enhetssirkelen,"Eleven vet at et punkt på enhetssirkelen som danner vinkelen v med positiv x-akse har koordinater (cos v, sin v), at tan v = sin v / cos v, og kan bruke dette til å resonnere om fortegn og størrelse av sinus, cosinus og tangens for vinkler mellom 0° og 180°.",utvidet-vinkelbegrep-trigonometri,0,
resonnere-fortegn-storrelse-trig-enhetssirkel,skill,Trigonometri,Avgjøre fortegn og størrelse av trigonometriske uttrykk ved hjelp av enhetssirkelen,"Eleven kan bruke koordinatene til et punkt på enhetssirkelen til å avgjøre om påstander om størrelsen eller fortegnet til sinus, cosinus eller tangens for en gitt vinkel stemmer, uten å bruke kalkulator.",enhetssirkelen-begrep,1,"Gi eleven et punkt på enhetssirkelen som danner en oppgitt vinkel med x-aksen, med koordinatene oppgitt, og noen påstander om størrelsen eller fortegnet til sinus, cosinus eller tangens for denne eller en relatert vinkel (f.eks. «er tan50°>1?» eller «er tan130°>0?»), og be dem avgjøre og begrunne om hver påstand stemmer, uten kalkulator."
utlede-identitet-fra-arealfigur,skill,Algebra: likninger og ulikheter,Utlede en algebraisk identitet fra en arealfigur,Eleven kan sette opp en matematisk identitet ved å uttrykke arealet av en sammensatt figur (et kvadrat eller rektangel delt inn i mindre kvadrater og rektangler) på to ulike måter.,kvadratsetningene-begrep,1,"Vis eleven en figur der et kvadrat eller rektangel er delt inn i mindre kvadrater og rektangler med sidelengder uttrykt ved variabler (f.eks. s og t), og be dem sette opp en matematisk identitet ved å uttrykke det totale arealet på to ulike måter."
bestemme-momentan-vekstfart-eksponentialfunksjon-digitalt,skill,Derivasjon og vekstfart,Bestemme momentan vekstfart for en eksponentiell modell med kalkulator,"Eleven kan bruke håndholdt kalkulators numeriske deriverte-funksjon til å bestemme den momentane vekstfarten til en eksponentiell modell i et gitt punkt, og gi en praktisk tolkning av svaret.",eksponentialfunksjon-begrep-1t;momentan-vekstfart-begrep,2,"Gi eleven en eksponentiell modell (gjerne en praktisk situasjon) og en x-verdi, og be dem bruke håndholdt kalkulators numeriske deriverte-funksjon til å bestemme den momentane vekstfarten i dette punktet, samt gi en praktisk tolkning av svaret."
program-for-produkt-akkumulator,skill,"Tallfølger, mønster og programmering",Skrive et program som beregner et produkt eller en sum ved hjelp av en løkke,"Eleven kan skrive et program med en løkke som beregner en akkumulert størrelse (f.eks. et produkt av de n første naturlige tallene, eller en sum av ledd) for et gitt input n, og bruke programmet til å regne ut konkrete verdier.",programmering-variabel-lokke-begrep,2,"Gi eleven definisjonen av en akkumulerende størrelse (f.eks. n! som produktet av de naturlige tallene fra 1 til n, eller en sum av oddetall) og be dem skrive et program med en løkke som beregner denne størrelsen for et gitt naturlig tall n, og bruke programmet til å regne ut noen konkrete eksempler."
forklare-antall-nuller-i-fakultet,skill,"Tallfølger, mønster og programmering",Forklare hvorfor et fakultet har et gitt antall nuller på slutten,"Eleven kan gjøre rede for hvilke faktorer i et produkt av typen n! som gir opphav til nuller på slutten av tallet (par av faktorene 2 og 5), og telle hvor mange slike par som finnes.",program-for-produkt-akkumulator,2,"Fortell eleven at 100! er et produkt av 100 faktorer, og at tallet har 24 nuller på slutten, og be dem gjøre rede for hvilke faktorer i produktet som er årsaken til dette, med begrunnelse for antallet."
bestemme-koeffisienter-tredjegradsfunksjon-fra-egenskaper,skill,Derivasjon og vekstfart,Bestemme koeffisientene i en tredjegradsfunksjon ut fra oppgitte egenskaper,"Eleven kan sette opp et likningssystem for de ukjente koeffisientene i en tredjegradsfunksjon ut fra oppgitte egenskaper (f.eks. et kjent punkt, et ekstremalpunkt eller stigningstallet til en tangent), og løse likningssystemet, gjerne med hjelp av kalkulator.",derivasjonsregler-polynom;lose-likning-med-oppgitt-stigningstall;koeffisient-begrep,2,"Gi eleven flere opplysninger om en tredjegradsfunksjon f(x)=ax³+bx²+cx+d - for eksempel et punkt grafen går gjennom, et topp- eller bunnpunkt, og stigningstallet til en tangent i et gitt punkt - og be dem sette opp og løse likningssystemet som bestemmer alle koeffisientene."
bestemme-gyldighetsomrade-for-modell,skill,Modellering og anvendelser,Bestemme gyldighetsområdet til en praktisk modell,"Eleven kan bestemme gyldighetsområdet til en matematisk modell, ut fra de praktiske begrensningene i situasjonen modellen beskriver.",tolke-formel-flere-variable,2,"Gi eleven en praktisk modell satt opp for en geometrisk eller praktisk situasjon med en bibetingelse (f.eks. en fast omkrets eller et fast volum), og be dem bestemme og begrunne gyldighetsområdet til modellen."
andregradsregresjon-fra-tabell,skill,Andregradsfunksjoner,Bestemme en andregradsmodell ut fra en tabell med data,"Eleven kan bruke regresjon på håndholdt kalkulator til å bestemme en andregradsmodell f(x)=ax²+bx+c ut fra en tabell med sammenhørende verdier, og vurdere hvor godt modellen passer til dataene.",andregradsfunksjon-begrep,2,"Gi eleven en tabell med sammenhørende verdier som viser en tydelig andregradssammenheng (f.eks. antall solgte enheter og overskudd), og be dem bruke regresjon på håndholdt kalkulator til å finne en andregradsmodell som passer dataene, med dokumentert fremgangsmåte."
lose-praktisk-trigonometrisk-likning,skill,Trigonometri,Løse en praktisk trigonometrisk likning med kalkulator,"Eleven kan bruke håndholdt kalkulator til å løse en praktisk likning som involverer sinus, cosinus eller tangens, og resonnere om hvordan løsningen endrer seg når en av størrelsene i likningen nærmer seg en grenseverdi.",bruke-trig-rettvinklet-trekant,2,"Gi eleven en praktisk formel som knytter sammen sinus, cosinus eller tangens til to størrelser (f.eks. Snells lov for lysbrytning, sinu=1,33·sinv), og be dem løse likningen for én størrelse gitt den andre, samt resonnere om hva som skjer med løsningen når en av størrelsene nærmer seg en grenseverdi."
visuelt-argument-for-tallmonster,skill,"Tallfølger, mønster og programmering",Bruke en figur til å argumentere for en oppdaget talformel,"Eleven kan beskrive en sammenheng eleven oppdager ved å se på tall eller summer generert av et program eller en tallfølge, og bruke en tilhørende figur til å argumentere for at sammenhengen må være riktig for alle ledd.",generalisere-tallfolge-formel-1t;koble-program-til-tallmonster,2,"Vis eleven en serie med summer eller tall generert av et program eller en tallfølge (f.eks. summer av de første oddetallene) og en tilhørende figur, og be dem beskrive sammenhengen de oppdager og bruke figuren til å argumentere for at sammenhengen må gjelde generelt."
tolke-graf-av-den-deriverte,skill,Derivasjon og vekstfart,Bruke grafen til den deriverte til å bestemme en tangentlikning,"Eleven kan lese av verdien til den deriverte i et gitt punkt fra grafen til f', og bruke denne verdien sammen med et kjent punkt på grafen til f til å bestemme likningen for tangenten til f i dette punktet.",momentan-vekstfart-begrep;tangentlikning-bestemme,2,"Vis eleven grafen til den deriverte f' til en funksjon f og et kjent punkt på grafen til f, og be dem bestemme likningen for tangenten til f i dette punktet, med begrunnelse for hvordan de leser av stigningstallet fra grafen til f'."
konstruere-sammensatt-graf-fra-krav,skill,Modellering og anvendelser,Konstruere en sammensatt graf fra flere funksjoner ut fra gitte krav,"Eleven kan velge og sette sammen flere ulike funksjonsuttrykk slik at grafene til sammen danner en figur som oppfyller gitte geometriske krav, og argumentere for at løsningen oppfyller alle kravene.",bestemme-andregradsfunksjon-fra-egenskaper;finne-ekstremalpunkt-andregradsfunksjon,2,"Vis eleven en figur satt sammen av flere grafer som oppfyller noen gitte geometriske krav (f.eks. at to av grafene har bunnpunkt på y-aksen, og at to bestemte punkter har samme y-koordinat), og be dem velge funksjonsuttrykk for hver graf, tegne en tilsvarende figur, og argumentere for at løsningen oppfyller alle kravene."
